"Ano";"Localidade";"Índice de Desenvolvimento Humano Municipal (IDHM) ";"Produto Interno Bruto (PIB) per Capita (R$ 1,00)";"Crimes de Ameaça ";"Crimes de Estelionato ";"Crimes de Estupro ";"Crimes de Furto ";"Crimes de Lesão Corporal ";"Crimes de Roubo ";"Furtos de Veículos ";"Ocorrências Envolvendo Tráfico de Drogas ";"Ocorrências Envolvendo Uso/Consumo de Drogas ";"Perturbação do Sossego/Tranquilidade ";"Roubos de Veículos "
"2019";"Terra Roxa";"";"35.691";"154";"26";"14";"195";"90";"85";"30";"12";"18";"42";"70"
"2019";"Tibagi";"";"41.019";"216";"54";"23";"180";"154";"52";"13";"24";"38";"45";"27"
"2019";"Tijucas do Sul";"";"19.461";"222";"46";"8";"223";"99";"45";"10";"8";"85";"56";"17"
"2019";"Toledo";"";"44.032";"971";"108";"58";"1.422";"656";"172";"250";"141";"137";"351";"32"
"2019";"Tomazina";"";"25.478";"100";"20";"11";"58";"32";"1";"7";"3";"17";"16";"-"
"2019";"Três Barras do Paraná";"";"27.056";"82";"9";"5";"92";"57";"1";"6";"-";"7";"13";"-"
"2019";"Tunas do Paraná";"";"13.597";"76";"6";"16";"89";"60";"10";"3";"3";"9";"13";"1"
"2019";"Tuneiras do Oeste";"";"21.895";"64";"19";"6";"80";"47";"9";"6";"10";"19";"17";"5"
"2019";"Tupãssi";"";"40.256";"61";"12";"2";"66";"42";"5";"2";"1";"4";"16";"1"
"2019";"Turvo";"";"32.638";"86";"25";"8";"68";"64";"8";"6";"1";"3";"19";"-"
"2019";"Ubiratã";"";"44.427";"253";"53";"22";"191";"139";"24";"21";"27";"28";"52";"5"
"2019";"Umuarama";"";"33.341";"949";"528";"49";"1.170";"622";"124";"142";"263";"185";"264";"14"
"2019";"União da Vitória";"";"27.891";"829";"145";"39";"1.085";"674";"124";"30";"85";"150";"186";"6"
"2019";"Uniflor";"";"24.985";"20";"4";"1";"18";"18";"1";"1";"1";"1";"2";"-"
"2019";"Uraí";"";"24.077";"113";"24";"8";"75";"48";"8";"3";"9";"14";"36";"1"
"2019";"Ventania";"";"20.461";"102";"5";"9";"114";"87";"18";"9";"6";"5";"8";"8"
"2019";"Vera Cruz do Oeste";"";"27.926";"81";"27";"4";"91";"25";"2";"3";"10";"19";"28";"1"
"2019";"Verê";"";"39.172";"110";"8";"2";"64";"50";"1";"7";"-";"3";"34";"1"
"2019";"Virmond";"";"34.353";"28";"1";"1";"24";"16";"2";"-";"1";"-";"2";"-"
"2019";"Vitorino";"";"51.168";"132";"15";"6";"80";"77";"3";"6";"9";"15";"57";"1"
"2019";"Wenceslau Braz";"";"27.864";"187";"53";"19";"210";"102";"23";"15";"17";"30";"85";"5"
"2019";"Xambrê";"";"16.776";"42";"18";"1";"49";"22";"4";"7";"4";"3";"7";"3"
"2020";"Estado do Paraná";"";"42.367";"96.935";"70.423";"5.824";"140.620";"58.325";"33.295";"12.094";"13.833";"12.810";"34.309";"4.460"
"2020";"Abatiá";"";"32.358";"70";"23";"4";"68";"40";"9";"4";"4";"2";"10";"2"
"2020";"Adrianópolis";"";"48.751";"56";"24";"4";"22";"22";"2";"-";"-";"6";"3";"1"
"2020";"Agudos do Sul";"";"21.916";"98";"27";"7";"87";"67";"15";"5";"3";"7";"10";"3"
"2020";"Almirante Tamandaré";"";"14.209";"1.092";"420";"53";"1.004";"618";"376";"129";"46";"29";"154";"57"
"2020";"Altamira do Paraná";"";"49.775";"32";"12";"3";"17";"16";"1";"1";"-";"1";"16";"-"
"2020";"Alto Paraíso";"";"38.834";"21";"13";"2";"20";"14";"1";"2";"31";"1";"5";"-"
"2020";"Alto Paraná";"";"21.083";"95";"73";"10";"139";"58";"26";"10";"18";"6";"16";"6"
"2020";"Alto Piquiri";"";"35.782";"102";"27";"6";"57";"47";"4";"3";"15";"11";"21";"1"
"2020";"Altônia";"";"18.919";"122";"214";"13";"113";"83";"3";"5";"17";"6";"21";"-"
"2020";"Alvorada do Sul";"";"31.470";"55";"45";"4";"84";"29";"7";"5";"10";"10";"13";"3"
"2020";"Amaporã";"";"19.174";"38";"3";"4";"44";"33";"5";"1";"3";"3";"13";"2"
"2020";"Ampére";"";"33.703";"232";"57";"15";"101";"122";"5";"18";"10";"7";"66";"-"
"2020";"Anahy";"";"43.262";"13";"3";"-";"19";"13";"3";"1";"2";"1";"1";"2"
"2020";"Andirá";"";"39.442";"224";"137";"12";"188";"134";"29";"17";"74";"24";"114";"3"
"2020";"Ângulo";"";"47.695";"26";"11";"2";"28";"10";"3";"4";"3";"2";"10";"-"
"2020";"Antonina";"";"30.290";"191";"112";"12";"269";"131";"24";"6";"14";"37";"103";"-"
"2020";"Antônio Olinto";"";"28.820";"38";"16";"3";"33";"20";"2";"2";"4";"6";"9";"-"
"2020";"Apucarana";"";"24.493";"1.403";"524";"59";"1.932";"846";"301";"167";"329";"221";"272";"26"
"2020";"Arapongas";"";"35.786";"546";"661";"36";"1.171";"374";"195";"197";"165";"70";"71";"24"
"2020";"Arapoti";"";"45.230";"237";"201";"13";"303";"135";"45";"13";"24";"10";"84";"2"
"2020";"Arapuã";"";"42.451";"23";"6";"1";"25";"13";"3";"1";"-";"1";"7";"3"
"2020";"Araruna";"";"38.120";"90";"39";"6";"96";"77";"10";"11";"5";"2";"6";"4"
"2020";"Araucária";"";"134.639";"1.068";"985";"122";"1.636";"600";"537";"139";"123";"113";"214";"85"
"2020";"Ariranha do Ivaí";"";"60.627";"15";"7";"1";"17";"7";"1";"3";"-";"2";"1";"1"
"2020";"Assaí";"";"33.146";"123";"88";"10";"147";"62";"11";"7";"49";"41";"72";"1"
"2020";"Assis Chateaubriand";"";"41.843";"271";"128";"10";"278";"143";"36";"21";"39";"52";"37";"5"
"2020";"Astorga";"";"33.151";"162";"163";"14";"240";"94";"21";"25";"18";"9";"33";"3"
"2020";"Atalaia";"";"47.609";"19";"9";"-";"29";"12";"3";"2";"-";"1";"1";"1"
"2020";"Balsa Nova";"";"54.286";"139";"45";"7";"176";"72";"50";"2";"14";"6";"36";"13"
"2020";"Bandeirantes";"";"32.171";"247";"191";"12";"474";"139";"37";"31";"61";"20";"107";"8"
"2020";"Barbosa Ferraz";"";"24.665";"97";"34";"11";"88";"52";"4";"7";"11";"6";"8";"-"
"2020";"Barra do Jacaré";"";"44.326";"16";"13";"2";"30";"9";"4";"1";"-";"-";"9";"-"
"2020";"Barracão";"";"26.014";"104";"32";"6";"120";"85";"14";"13";"11";"10";"33";"2"
"2020";"Bela Vista da Caroba";"";"27.163";"26";"9";"1";"14";"10";"-";"2";"-";"1";"6";"-"
"2020";"Bela Vista do Paraíso";"";"34.275";"101";"61";"6";"158";"74";"23";"16";"11";"11";"29";"4"
"2020";"Bituruna";"";"27.059";"136";"31";"16";"155";"100";"18";"5";"2";"1";"21";"5"
"2020";"Boa Esperança";"";"68.228";"36";"14";"4";"19";"12";"2";"3";"3";"1";"10";"2"
"2020";"Boa Esperança do Iguaçu";"";"47.700";"34";"15";"3";"20";"16";"-";"1";"-";"1";"18";"-"
"2020";"Boa Ventura de São Roque";"";"47.251";"42";"12";"-";"51";"28";"1";"7";"1";"-";"21";"-"
"2020";"Boa Vista da Aparecida";"";"23.924";"37";"13";"6";"85";"39";"-";"8";"3";"8";"5";"-"
"2020";"Bocaiúva do Sul";"";"17.746";"176";"52";"14";"134";"104";"31";"8";"5";"8";"52";"11"
"2020";"Bom Jesus do Sul";"";"26.148";"37";"10";"1";"46";"19";"-";"1";"-";"2";"4";"-"
"2020";"Bom Sucesso";"";"20.852";"66";"12";"4";"45";"41";"5";"4";"5";"2";"15";"1"
"2020";"Bom Sucesso do Sul";"";"80.644";"41";"7";"3";"15";"21";"-";"1";"1";"2";"7";"-"
"2020";"Borrazópolis";"";"35.870";"95";"27";"9";"57";"52";"5";"3";"3";"7";"16";"2"
"2020";"Braganey";"";"45.479";"41";"16";"1";"33";"26";"1";"10";"1";"5";"6";"-"
"2020";"Brasilândia do Sul";"";"84.205";"45";"8";"3";"20";"39";"4";"1";"1";"3";"12";"1"
"2020";"Cafeara";"";"26.065";"9";"7";"3";"22";"11";"1";"2";"-";"-";"2";"-"
"2020";"Cafelândia";"";"113.472";"81";"34";"4";"115";"101";"8";"19";"1";"5";"14";"2"
"2020";"Cafezal do Sul";"";"32.602";"22";"6";"4";"30";"16";"-";"1";"6";"1";"3";"-"
"2020";"Califórnia";"";"25.361";"59";"21";"3";"123";"47";"12";"8";"6";"6";"7";"4"
"2020";"Cambará";"";"31.401";"171";"105";"13";"403";"117";"61";"18";"71";"31";"47";"4"
"2020";"Cambé";"";"43.345";"711";"977";"45";"1.057";"396";"257";"170";"116";"63";"192";"39"
"2020";"Cambira";"";"31.018";"85";"28";"6";"81";"69";"11";"9";"2";"9";"18";"3"
"2020";"Campina da Lagoa";"";"39.242";"190";"51";"17";"116";"121";"11";"5";"6";"8";"42";"5"
"2020";"Campina do Simão";"";"33.843";"53";"6";"1";"28";"30";"-";"1";"-";"-";"5";"-"
"2020";"Campina Grande do Sul";"";"39.982";"344";"258";"26";"452";"260";"136";"57";"21";"19";"104";"25"
"2020";"Campo Bonito";"";"63.963";"23";"5";"4";"21";"19";"-";"2";"1";"2";"3";"-"
"2020";"Campo do Tenente";"";"25.692";"57";"19";"4";"74";"27";"15";"3";"3";"4";"26";"1"
"2020";"Campo Largo";"";"35.252";"1.102";"740";"68";"1.257";"541";"336";"80";"71";"64";"495";"66"
"2020";"Campo Magro";"";"16.885";"299";"112";"21";"247";"167";"62";"21";"20";"7";"19";"26"
"2020";"Campo Mourão";"";"48.057";"790";"584";"47";"1.250";"527";"125";"160";"131";"93";"173";"22"
"2020";"Cândido de Abreu";"";"26.110";"68";"24";"10";"72";"34";"5";"3";"5";"6";"29";"2"
"2020";"Candói";"";"45.147";"97";"47";"12";"97";"101";"8";"2";"2";"2";"19";"-"
"2020";"Cantagalo";"";"22.947";"85";"16";"10";"66";"53";"2";"6";"3";"11";"12";"-"
"2020";"Capanema";"";"41.802";"240";"91";"3";"109";"129";"3";"7";"9";"20";"112";"1"
"2020";"Capitão Leônidas Marques";"";"88.040";"118";"23";"7";"77";"69";"5";"7";"23";"18";"10";"1"
"2020";"Carambeí";"";"61.250";"136";"91";"9";"213";"98";"70";"12";"3";"11";"36";"5"
"2020";"Carlópolis";"";"28.005";"175";"47";"14";"160";"65";"11";"6";"19";"22";"37";"1"
"2020";"Cascavel";"";"42.600";"3.190";"2.092";"153";"4.310";"2.186";"585";"457";"542";"694";"936";"55"
"2020";"Castro";"";"45.858";"497";"249";"37";"721";"315";"151";"32";"40";"29";"110";"18"
"2020";"Catanduvas";"";"34.221";"109";"28";"6";"64";"85";"4";"3";"8";"11";"19";"-"
"2020";"Centenário do Sul";"";"25.679";"102";"130";"4";"103";"84";"9";"5";"13";"6";"17";"3"
"2020";"Cerro Azul";"";"19.685";"120";"35";"13";"121";"57";"18";"11";"5";"5";"9";"-"
"2020";"Céu Azul";"";"68.183";"65";"38";"4";"91";"31";"9";"10";"48";"7";"12";"1"
"2020";"Chopinzinho";"";"44.249";"205";"72";"19";"138";"114";"12";"3";"5";"11";"38";"1"
"2020";"Cianorte";"";"32.065";"454";"465";"35";"651";"290";"118";"87";"243";"50";"134";"28"
"2020";"Cidade Gaúcha";"";"32.935";"112";"36";"5";"100";"59";"11";"3";"18";"25";"23";"5"
"2020";"Clevelândia";"";"36.294";"244";"58";"13";"193";"135";"17";"15";"4";"21";"26";"3"
"2020";"Colombo";"";"20.199";"2.205";"1.287";"135";"2.550";"1.301";"1.145";"405";"456";"281";"868";"183"
"2020";"Colorado";"";"29.706";"176";"107";"12";"229";"76";"22";"14";"92";"23";"33";"4"
"2020";"Congonhinhas";"";"29.838";"83";"31";"4";"107";"38";"8";"7";"18";"7";"22";"2"
"2020";"Conselheiro Mairinck";"";"30.423";"81";"24";"3";"37";"23";"4";"-";"3";"6";"44";"-"
"2020";"Contenda";"";"23.932";"92";"60";"11";"194";"63";"29";"6";"5";"11";"27";"7"
"2020";"Corbélia";"";"60.243";"189";"115";"9";"140";"125";"8";"17";"15";"58";"66";"2"
"2020";"Cornélio Procópio";"";"36.479";"402";"591";"12";"521";"199";"27";"19";"103";"99";"169";"2"
"2020";"Coronel Domingos Soares";"";"30.520";"67";"7";"4";"70";"26";"4";"2";"-";"1";"2";"1"
"2020";"Coronel Vivida";"";"35.452";"265";"63";"17";"232";"160";"21";"11";"11";"19";"74";"3"
"2020";"Corumbataí do Sul";"";"26.211";"24";"11";"1";"12";"20";"1";"2";"1";"2";"1";"1"
"2020";"Cruz Machado";"";"23.551";"157";"47";"9";"86";"105";"12";"9";"2";"1";"11";"2"
"2020";"Cruzeiro do Iguaçu";"";"36.511";"60";"6";"3";"49";"20";"-";"1";"1";"1";"32";"-"
"2020";"Cruzeiro do Oeste";"";"39.713";"267";"165";"16";"314";"170";"25";"17";"66";"78";"46";"2"
"2020";"Cruzeiro do Sul";"";"44.331";"37";"12";"2";"49";"16";"3";"3";"4";"5";"3";"1"
"2020";"Cruzmaltina";"";"54.942";"23";"9";"-";"27";"9";"2";"1";"1";"1";"4";"-"
"2020";"Curitiba";"";"45.244";"14.536";"18.960";"723";"36.192";"7.147";"12.993";"3.582";"1.975";"3.380";"8.128";"1.338"
"2020";"Curiúva";"";"15.277";"117";"50";"13";"177";"71";"19";"10";"4";"16";"12";"3"
"2020";"Diamante do Norte";"";"79.260";"26";"11";"4";"61";"32";"15";"-";"3";"3";"4";"2"
"2020";"Diamante do Sul";"";"20.627";"14";"7";"-";"14";"10";"-";"2";"-";"-";"3";"-"
"2020";"Diamante D'Oeste";"";"21.443";"23";"7";"3";"17";"10";"1";"1";"3";"-";"4";"-"
"2020";"Dois Vizinhos";"";"43.831";"512";"201";"27";"430";"272";"18";"25";"41";"121";"293";"-"
"2020";"Douradina";"";"76.426";"116";"28";"3";"71";"72";"2";"6";"7";"7";"13";"-"
"2020";"Doutor Camargo";"";"36.561";"50";"20";"3";"69";"28";"7";"4";"6";"1";"8";"1"
"2020";"Doutor Ulysses";"";"16.100";"22";"7";"2";"17";"10";"3";"2";"-";"-";"3";"2"
"2020";"Enéas Marques";"";"41.241";"61";"13";"5";"47";"42";"1";"3";"1";"1";"23";"-"
"2020";"Engenheiro Beltrão";"";"39.626";"147";"57";"10";"109";"89";"24";"4";"18";"25";"23";"5"
"2020";"Entre Rios do Oeste";"";"63.703";"27";"18";"1";"39";"24";"-";"4";"3";"2";"10";"-"
"2020";"Esperança Nova";"";"37.101";"7";"2";"2";"3";"2";"-";"1";"-";"-";"-";"-"
"2020";"Espigão Alto do Iguaçu";"";"39.524";"39";"9";"3";"40";"24";"1";"1";"-";"1";"2";"-"
"2020";"Farol";"";"71.394";"18";"5";"2";"34";"13";"2";"6";"-";"2";"2";"2"
"2020";"Faxinal";"";"27.250";"201";"52";"17";"160";"143";"20";"9";"41";"7";"54";"3"
"2020";"Fazenda Rio Grande";"";"27.205";"1.303";"829";"94";"1.730";"793";"634";"92";"203";"113";"386";"57"
"2020";"Fênix";"";"44.663";"26";"12";"-";"19";"20";"1";"-";"-";"-";"2";"-"
"2020";"Fernandes Pinheiro";"";"40.107";"64";"16";"9";"41";"30";"5";"1";"-";"-";"22";"1"
"2020";"Figueira";"";"18.011";"71";"18";"3";"71";"52";"8";"-";"3";"2";"15";"3"
"2020";"Flor da Serra do Sul";"";"33.091";"46";"22";"2";"38";"29";"-";"3";"-";"1";"11";"-"
"2020";"Floraí";"";"47.737";"38";"10";"1";"45";"23";"8";"2";"1";"1";"11";"4"
"2020";"Floresta";"";"38.151";"63";"23";"5";"65";"32";"8";"2";"12";"-";"15";"-"
"2020";"Florestópolis";"";"44.873";"78";"55";"6";"80";"36";"21";"7";"14";"12";"14";"9"
"2020";"Flórida";"";"27.948";"26";"9";"1";"28";"12";"1";"2";"1";"-";"10";"-"
"2020";"Formosa do Oeste";"";"48.563";"73";"31";"5";"51";"34";"4";"6";"8";"2";"18";"-"
"2020";"Foz do Iguaçu";"";"69.177";"2.895";"1.927";"136";"3.582";"1.983";"1.123";"413";"366";"211";"1.375";"198"
"2020";"Foz do Jordão";"";"37.602";"51";"18";"3";"33";"37";"-";"-";"2";"4";"12";"-"
"2020";"Francisco Alves";"";"40.291";"54";"14";"3";"40";"46";"6";"5";"6";"1";"11";"1"
"2020";"Francisco Beltrão";"";"34.639";"1.158";"559";"41";"900";"730";"61";"56";"107";"136";"660";"4"
"2020";"General Carneiro";"";"26.178";"119";"16";"16";"178";"73";"11";"7";"3";"2";"12";"-"
"2020";"Godoy Moreira";"";"22.348";"15";"5";"2";"10";"11";"-";"1";"2";"1";"3";"-"
"2020";"Goioerê";"";"35.408";"265";"161";"12";"318";"125";"39";"19";"19";"49";"44";"7"
"2020";"Goioxim";"";"40.064";"65";"14";"1";"26";"32";"1";"-";"-";"-";"6";"1"
"2020";"Grandes Rios";"";"25.061";"39";"5";"2";"41";"26";"2";"4";"3";"2";"7";"-"
"2020";"Guaíra";"";"33.855";"238";"133";"28";"364";"229";"77";"46";"174";"67";"28";"19"
"2020";"Guairaçá";"";"37.406";"63";"15";"1";"49";"16";"13";"4";"2";"4";"9";"6"
"2020";"Guamiranga";"";"30.457";"40";"14";"14";"39";"18";"5";"3";"1";"2";"4";"-"
"2020";"Guapirama";"";"36.659";"54";"14";"5";"27";"26";"3";"4";"3";"3";"21";"-"
"2020";"Guaporema";"";"32.235";"10";"14";"-";"27";"16";"1";"1";"-";"-";"-";"-"
"2020";"Guaraci";"";"26.789";"30";"14";"2";"34";"16";"3";"-";"3";"4";"5";"1"
"2020";"Guaraniaçu";"";"38.566";"140";"78";"18";"145";"72";"8";"15";"14";"12";"15";"-"
"2020";"Guarapuava";"";"41.171";"1.415";"826";"120";"1.452";"1.253";"265";"86";"351";"107";"450";"21"
"2020";"Guaraqueçaba";"";"14.951";"101";"24";"8";"78";"50";"2";"1";"4";"16";"65";"-"
"2020";"Guaratuba";"";"23.478";"622";"300";"35";"862";"430";"151";"21";"155";"254";"478";"4"
"2020";"Honório Serpa";"";"46.360";"37";"10";"5";"45";"23";"1";"1";"-";"1";"5";"-"
"2020";"Ibaiti";"";"24.402";"344";"144";"18";"370";"158";"29";"22";"49";"70";"241";"4"
"2020";"Ibema";"";"26.454";"57";"18";"3";"102";"67";"6";"8";"3";"7";"5";"1"
"2020";"Ibiporã";"";"48.235";"397";"322";"18";"467";"209";"140";"85";"63";"8";"77";"25"
"2020";"Icaraíma";"";"33.167";"69";"19";"5";"60";"46";"5";"1";"13";"2";"21";"1"
"2020";"Iguaraçu";"";"41.150";"33";"16";"5";"41";"20";"6";"4";"14";"-";"6";"2"
"2020";"Iguatu";"";"40.635";"24";"5";"1";"8";"19";"-";"-";"-";"1";"5";"-"
"2020";"Imbaú";"";"17.169";"54";"24";"6";"84";"45";"42";"8";"1";"4";"5";"15"
"2020";"Imbituva";"";"31.786";"240";"108";"19";"193";"112";"16";"14";"3";"20";"50";"5"
"2020";"Inácio Martins";"";"21.152";"65";"16";"2";"82";"46";"7";"3";"2";"2";"25";"-"
"2020";"Inajá";"";"16.614";"17";"4";"2";"30";"9";"1";"2";"1";"-";"4";"1"
"2020";"Indianópolis";"";"104.601";"48";"10";"2";"29";"31";"-";"-";"3";"1";"11";"-"
"2020";"Ipiranga";"";"37.323";"86";"54";"12";"54";"47";"7";"4";"2";"6";"31";"2"
"2020";"Iporã";"";"32.141";"119";"71";"6";"117";"92";"10";"6";"38";"4";"28";"3"
"2020";"Iracema do Oeste";"";"40.120";"11";"6";"-";"13";"10";"2";"3";"2";"-";"5";"-"
"2020";"Irati";"";"33.545";"538";"232";"27";"567";"330";"77";"18";"59";"49";"179";"8"
"2020";"Iretama";"";"30.059";"79";"48";"2";"180";"38";"10";"1";"4";"9";"9";"2"
"2020";"Itaguajé";"";"25.495";"36";"5";"1";"46";"19";"7";"4";"3";"3";"5";"2"
"2020";"Itaipulândia";"";"39.840";"127";"18";"7";"62";"66";"7";"4";"9";"6";"31";"2"
"2020";"Itambaracá";"";"31.141";"51";"8";"4";"66";"35";"11";"12";"3";"3";"19";"1"
"2020";"Itambé";"";"40.074";"35";"15";"1";"44";"26";"4";"5";"6";"5";"7";"1"
"2020";"Itapejara d'Oeste";"";"57.870";"175";"57";"7";"119";"102";"5";"8";"9";"19";"47";"-"
"2020";"Itaperuçu";"";"19.877";"175";"81";"16";"146";"130";"34";"19";"4";"1";"24";"4"
"2020";"Itaúna do Sul";"";"30.394";"23";"4";"-";"25";"24";"6";"1";"2";"-";"6";"1"
"2020";"Ivaí";"";"33.566";"96";"30";"5";"44";"66";"5";"7";"1";"7";"27";"1"
"2020";"Ivaiporã";"";"27.068";"376";"544";"16";"293";"254";"32";"25";"90";"91";"93";"3"
"2020";"Ivaté";"";"24.586";"29";"21";"1";"36";"22";"6";"1";"3";"3";"16";"3"
"2020";"Ivatuba";"";"42.790";"23";"9";"6";"17";"10";"1";"-";"-";"-";"5";"-"
"2020";"Jaboti";"";"23.427";"47";"18";"2";"46";"24";"1";"5";"1";"5";"54";"-"
"2020";"Jacarezinho";"";"36.389";"505";"277";"20";"485";"219";"63";"21";"218";"109";"265";"8"
"2020";"Jaguapitã";"";"67.493";"111";"74";"8";"149";"61";"7";"13";"32";"19";"25";"2"
"2020";"Jaguariaíva";"";"40.412";"282";"170";"22";"460";"157";"125";"27";"23";"13";"98";"10"
"2020";"Jandaia do Sul";"";"36.137";"248";"108";"15";"246";"164";"26";"20";"29";"33";"90";"6"
"2020";"Janiópolis";"";"49.129";"40";"7";"4";"62";"30";"10";"3";"6";"1";"3";"3"
"2020";"Japira";"";"23.759";"45";"16";"4";"48";"28";"3";"2";"8";"8";"49";"1"
"2020";"Japurá";"";"32.925";"75";"16";"4";"61";"43";"2";"5";"9";"3";"10";"-"
"2020";"Jardim Alegre";"";"28.896";"104";"42";"5";"85";"58";"8";"8";"19";"9";"34";"2"
"2020";"Jardim Olinda";"";"34.926";"9";"2";"1";"9";"2";"-";"1";"-";"-";"1";"-"
"2020";"Jataizinho";"";"19.545";"96";"31";"4";"130";"91";"26";"12";"30";"5";"35";"1"
"2020";"Jesuítas";"";"47.023";"53";"28";"4";"67";"21";"2";"6";"4";"2";"18";"-"
"2020";"Joaquim Távora";"";"54.430";"130";"49";"2";"115";"70";"15";"17";"5";"25";"81";"4"
"2020";"Jundiaí do Sul";"";"35.029";"32";"10";"-";"27";"21";"5";"1";"1";"5";"9";"4"
"2020";"Juranda";"";"54.988";"49";"18";"2";"39";"39";"11";"-";"6";"6";"8";"8"
"2020";"Jussara";"";"52.726";"58";"24";"2";"48";"46";"5";"4";"13";"3";"6";"5"
"2020";"Kaloré";"";"36.036";"39";"16";"1";"21";"29";"4";"1";"1";"2";"3";"3"
"2020";"Lapa";"";"41.858";"383";"232";"18";"348";"230";"77";"13";"51";"63";"231";"18"
"2020";"Laranjal";"";"17.449";"67";"10";"3";"48";"28";"1";"4";"5";"4";"1";"-"
"2020";"Laranjeiras do Sul";"";"27.682";"328";"129";"26";"335";"232";"28";"14";"59";"38";"86";"4"
"2020";"Leópolis";"";"47.854";"34";"41";"2";"37";"14";"-";"-";"3";"2";"31";"-"
"2020";"Lidianópolis";"";"34.811";"31";"9";"3";"24";"18";"-";"3";"5";"4";"14";"-"
"2020";"Lindoeste";"";"40.705";"34";"10";"-";"31";"14";"2";"3";"12";"10";"2";"-"
"2020";"Loanda";"";"28.292";"177";"78";"12";"384";"133";"55";"34";"21";"89";"80";"18"
"2020";"Lobato";"";"46.946";"42";"16";"2";"23";"20";"2";"1";"2";"-";"5";"1"
"2020";"Londrina";"";"37.715";"4.599";"5.156";"264";"8.648";"2.286";"2.188";"888";"944";"320";"1.094";"312"
"2020";"Luiziana";"";"69.022";"47";"16";"4";"49";"49";"4";"1";"3";"2";"7";"-"
"2020";"Lunardelli";"";"24.757";"54";"17";"5";"46";"31";"4";"4";"2";"3";"15";"-"
"2020";"Lupionópolis";"";"25.540";"46";"8";"2";"42";"18";"3";"3";"8";"8";"4";"-"
"2020";"Mallet";"";"50.844";"141";"49";"5";"66";"87";"11";"-";"12";"9";"49";"1"
"2020";"Mamborê";"";"60.496";"137";"31";"12";"75";"83";"5";"2";"17";"8";"35";"1"
"2020";"Mandaguaçu";"";"26.725";"152";"131";"16";"321";"144";"53";"20";"23";"3";"38";"12"
"2020";"Mandaguari";"";"48.920";"267";"193";"14";"449";"160";"53";"39";"45";"18";"48";"4"
"2020";"Mandirituba";"";"22.260";"210";"110";"14";"267";"94";"61";"13";"12";"9";"36";"17"
"2020";"Manfrinópolis";"";"28.966";"32";"8";"1";"31";"8";"-";"-";"1";"2";"4";"-"
"2020";"Mangueirinha";"";"93.858";"160";"37";"11";"120";"99";"7";"2";"4";"11";"23";"1"
"2020";"Manoel Ribas";"";"34.071";"89";"28";"6";"94";"67";"9";"7";"21";"12";"30";"6"
"2020";"Marechal Cândido Rondon";"";"52.951";"392";"199";"33";"439";"328";"71";"36";"42";"47";"104";"21"
"2020";"Maria Helena";"";"22.962";"57";"15";"4";"34";"34";"3";"-";"7";"2";"4";"-"
"2020";"Marialva";"";"56.933";"247";"212";"11";"396";"165";"53";"34";"31";"21";"49";"5"
"2020";"Marilândia do Sul";"";"44.438";"78";"19";"4";"64";"53";"8";"2";"5";"3";"14";"7"
"2020";"Marilena";"";"24.158";"84";"31";"-";"123";"39";"17";"4";"2";"4";"20";"3"
"2020";"Mariluz";"";"26.112";"87";"35";"1";"95";"61";"26";"2";"3";"8";"9";"9"
"2020";"Maringá";"";"46.478";"2.670";"3.923";"174";"5.894";"1.666";"791";"510";"633";"195";"688";"140"
"2020";"Mariópolis";"";"56.090";"77";"22";"4";"64";"51";"4";"3";"2";"8";"14";"1"
"2020";"Maripá";"";"80.020";"38";"14";"4";"30";"28";"2";"1";"1";"1";"1";"1"
"2020";"Marmeleiro";"";"37.639";"203";"83";"15";"88";"100";"3";"4";"21";"5";"57";"1"
"2020";"Marquinho";"";"24.789";"32";"9";"1";"22";"14";"2";"1";"1";"-";"5";"-"
"2020";"Marumbi";"";"18.872";"53";"17";"2";"60";"35";"4";"7";"6";"5";"16";"6"
"2020";"Matelândia";"";"54.738";"116";"75";"11";"122";"99";"18";"10";"21";"30";"77";"7"
"2020";"Matinhos";"";"23.293";"701";"314";"45";"919";"400";"150";"35";"105";"452";"359";"8"
"2020";"Mato Rico";"";"30.538";"11";"7";"2";"14";"11";"-";"1";"-";"-";"3";"-"
"2020";"Mauá da Serra";"";"33.027";"81";"22";"5";"94";"52";"20";"7";"13";"10";"15";"16"
"2020";"Medianeira";"";"44.413";"565";"298";"32";"526";"373";"95";"32";"34";"84";"202";"24"
"2020";"Mercedes";"";"44.276";"32";"13";"6";"24";"26";"2";"1";"4";"1";"9";"-"
"2020";"Mirador";"";"59.232";"16";"3";"2";"46";"10";"2";"2";"-";"2";"1";"1"
"2020";"Miraselva";"";"23.764";"9";"4";"1";"17";"9";"3";"1";"2";"-";"1";"3"
"2020";"Missal";"";"36.196";"84";"31";"3";"57";"40";"20";"3";"6";"14";"27";"6"
"2020";"Moreira Sales";"";"24.374";"61";"36";"10";"98";"50";"10";"-";"6";"11";"8";"10"
"2020";"Morretes";"";"22.403";"282";"124";"16";"302";"143";"27";"4";"23";"35";"278";"10"
"2020";"Munhoz de Melo";"";"31.986";"31";"7";"1";"22";"24";"1";"2";"-";"1";"5";"-"
"2020";"Nossa Senhora das Graças";"";"23.150";"21";"13";"2";"40";"9";"2";"-";"2";"-";"2";"1"
"2020";"Nova Aliança do Ivaí";"";"29.503";"16";"2";"1";"23";"8";"2";"4";"-";"1";"3";"2"
