Ano,Localidade,Crimes de Ameaça ,Crimes de Estelionato ,Crimes de Estupro ,Crimes de Furto ,Crimes de Lesão Corporal ,Crimes de Roubo ,Furtos de Veículos ,Ocorrências Envolvendo Tráfico de Drogas ,Ocorrências Envolvendo Uso/Consumo de Drogas ,Perturbação do Sossego/Tranquilidade 
2018.0,Vera Cruz do Oeste,68.0,7.0,8.0,84.0,30.0,7.0,6.0,4.0,8.0,26.0
2019.0,Vera Cruz do Oeste,81.0,27.0,4.0,91.0,25.0,2.0,3.0,10.0,19.0,28.0
2020.0,Vera Cruz do Oeste,73.0,35.0,6.0,51.0,27.0,5.0,3.0,5.0,7.0,14.0
2021.0,Vera Cruz do Oeste,62.0,45.0,1.0,98.0,37.0,10.0,14.0,4.0,3.0,21.0
2022.0,Vera Cruz do Oeste,45.0,74.0,4.0,63.0,28.0,8.0,12.0,12.0,6.0,4.0
2023.0,Vera Cruz do Oeste,71.0,74.0,3.0,55.0,27.0,3.0,3.0,14.0,2.0,8.0
2018.0,Verê,108.0,8.0,7.0,73.0,41.0,1.0,12.0,1.0,1.0,42.0
2019.0,Verê,110.0,8.0,2.0,64.0,50.0,1.0,7.0,3.5,3.0,34.0
2020.0,Verê,137.0,30.0,8.0,108.0,58.0,3.0,2.0,3.5,1.0,41.0
2021.0,Verê,106.0,53.0,3.0,67.0,50.0,1.0,2.0,4.0,5.0,71.0
2022.0,Verê,101.0,50.0,4.0,60.0,46.0,3.0,3.0,6.0,6.0,29.0
2023.0,Verê,103.0,49.0,7.0,75.0,39.0,1.0,5.0,3.0,3.0,18.0
2018.0,Virmond,27.0,2.0,4.0,28.0,16.0,5.0,1.5,1.0,2.0,4.0
2019.0,Virmond,28.0,1.0,1.0,24.0,16.0,2.0,1.5,1.0,2.0,2.0
2020.0,Virmond,34.0,4.0,4.0,17.0,16.0,1.0,1.0,3.0,1.0,5.0
2021.0,Virmond,44.0,9.0,3.0,23.0,17.0,1.0,1.0,3.0,2.0,3.0
2022.0,Virmond,27.0,13.0,5.0,28.0,19.0,1.0,2.0,3.0,2.0,4.0
2023.0,Virmond,33.0,17.0,5.0,25.0,23.0,1.0,5.0,3.0,2.0,4.0
2018.0,Vitorino,108.0,6.0,4.0,74.0,58.0,9.0,7.0,1.0,2.0,62.0
2019.0,Vitorino,132.0,15.0,6.0,80.0,77.0,3.0,6.0,9.0,15.0,57.0
2020.0,Vitorino,111.0,16.0,5.0,68.0,58.0,4.0,3.0,8.0,5.0,72.0
2021.0,Vitorino,98.0,24.0,4.0,89.0,66.0,1.0,4.0,5.0,7.0,60.0
2022.0,Vitorino,108.0,66.0,2.0,89.0,78.0,3.0,4.0,10.0,6.0,47.0
2023.0,Vitorino,114.0,65.0,3.0,94.0,82.0,4.0,3.0,5.0,6.0,51.0
2018.0,Wenceslau Braz,187.0,57.0,12.0,217.0,135.0,18.0,25.0,14.0,32.0,83.0
2019.0,Wenceslau Braz,187.0,53.0,19.0,210.0,102.0,23.0,15.0,17.0,30.0,85.0
2020.0,Wenceslau Braz,145.0,137.0,9.0,166.0,79.0,15.0,13.0,17.0,19.0,69.0
2021.0,Wenceslau Braz,152.0,113.0,14.0,192.0,103.0,12.0,13.0,15.0,21.0,129.0
2022.0,Wenceslau Braz,178.0,143.0,22.0,198.0,125.0,11.0,25.0,5.0,24.0,83.0
2023.0,Wenceslau Braz,184.0,159.0,12.0,145.0,111.0,22.0,3.0,15.0,26.0,83.0
2018.0,Xambrê,48.0,8.0,2.0,50.0,27.0,7.0,4.0,3.0,1.0,7.0
2019.0,Xambrê,42.0,18.0,1.0,49.0,22.0,4.0,7.0,4.0,3.0,7.0
2020.0,Xambrê,50.0,28.0,1.0,39.0,25.0,4.0,1.0,2.0,2.0,9.0
2021.0,Xambrê,46.0,28.0,1.0,43.0,31.0,6.0,2.0,8.0,4.0,7.0
2022.0,Xambrê,28.0,37.0,1.0,46.0,22.0,4.0,2.0,4.0,3.0,3.0
2023.0,Xambrê,40.0,42.0,4.0,35.0,29.0,1.0,6.0,4.0,4.0,5.0
2018.0,Ângulo,21.0,5.0,2.0,37.0,18.0,1.0,3.0,2.0,2.0,3.0
2019.0,Ângulo,43.0,9.0,2.0,43.0,25.0,1.0,6.0,2.5,1.0,7.0
2020.0,Ângulo,26.0,11.0,2.0,28.0,10.0,3.0,4.0,3.0,2.0,10.0
2021.0,Ângulo,23.0,20.0,3.0,38.0,15.0,3.0,6.0,1.0,2.0,8.0
2022.0,Ângulo,25.0,24.0,2.0,36.0,20.0,5.0,2.0,2.5,2.0,11.0
2023.0,Ângulo,29.0,22.0,2.0,43.0,22.0,2.0,3.0,6.0,2.0,6.0
