Ano,Localidade,Crimes de Ameaça ,Crimes de Estelionato ,Crimes de Estupro ,Crimes de Furto ,Crimes de Lesão Corporal ,Crimes de Roubo ,Furtos de Veículos ,Ocorrências Envolvendo Tráfico de Drogas ,Ocorrências Envolvendo Uso/Consumo de Drogas ,Perturbação do Sossego/Tranquilidade 
2018.0,Rio Bom,22.0,2.0,1.0,58.0,14.0,6.0,3.0,1.0,9.0,1.0
2019.0,Rio Bom,40.0,5.0,2.0,43.0,21.0,1.0,2.0,2.0,3.0,7.0
2020.0,Rio Bom,34.0,5.0,1.0,42.0,21.0,2.0,2.0,2.0,3.0,3.0
2021.0,Rio Bom,21.0,9.0,1.0,39.0,21.0,1.0,1.0,3.0,1.0,4.0
2022.0,Rio Bom,21.0,11.0,2.0,25.0,17.0,2.0,2.0,2.0,2.0,2.0
2023.0,Rio Bom,29.0,18.0,1.0,40.0,25.0,2.0,2.0,3.0,4.0,11.0
2018.0,Rio Bonito do Iguaçu,76.0,9.0,11.0,142.0,47.0,25.0,18.0,2.0,1.0,13.0
2019.0,Rio Bonito do Iguaçu,104.0,16.0,9.0,83.0,50.0,5.0,11.0,2.0,6.0,4.0
2020.0,Rio Bonito do Iguaçu,125.0,16.0,5.0,101.0,51.0,7.0,17.0,2.0,5.0,17.0
2021.0,Rio Bonito do Iguaçu,64.0,28.0,3.0,121.0,49.0,6.0,11.0,3.0,2.0,5.0
2022.0,Rio Bonito do Iguaçu,84.0,38.0,10.0,95.0,56.0,7.0,7.0,2.0,1.0,10.0
2023.0,Rio Bonito do Iguaçu,57.0,39.0,4.0,74.0,63.0,4.0,5.0,2.0,2.0,5.0
2018.0,Rio Branco do Ivaí,30.0,3.0,6.0,36.0,26.0,4.0,3.0,3.0,1.0,3.0
2019.0,Rio Branco do Ivaí,31.0,3.0,7.0,30.0,21.0,2.0,1.0,3.0,2.0,6.0
2020.0,Rio Branco do Ivaí,42.0,4.0,13.0,10.0,24.0,2.0,2.0,5.0,1.0,10.0
2021.0,Rio Branco do Ivaí,23.0,9.0,3.0,15.0,17.0,2.0,1.0,3.0,1.5,6.0
2022.0,Rio Branco do Ivaí,33.0,20.0,7.0,14.0,25.0,2.0,2.0,1.0,1.5,1.0
2023.0,Rio Branco do Ivaí,24.0,7.0,5.0,13.0,19.0,1.0,4.0,2.0,3.0,8.0
2018.0,Rio Branco do Sul,370.0,58.0,28.0,328.0,256.0,138.0,39.0,6.0,13.0,77.0
2019.0,Rio Branco do Sul,391.0,50.0,45.0,228.0,251.0,118.0,31.0,5.0,12.0,87.0
2020.0,Rio Branco do Sul,295.0,102.0,20.0,260.0,195.0,71.0,25.0,3.0,9.0,35.0
2021.0,Rio Branco do Sul,294.0,165.0,21.0,330.0,183.0,65.0,21.0,3.0,4.0,49.0
2022.0,Rio Branco do Sul,283.0,212.0,26.0,272.0,221.0,59.0,14.0,5.0,2.0,67.0
2023.0,Rio Branco do Sul,338.0,228.0,24.0,225.0,271.0,43.0,13.0,14.0,12.0,149.0
2018.0,Rio Negro,253.0,38.0,10.0,419.0,148.0,89.0,50.0,6.0,18.0,59.0
2019.0,Rio Negro,323.0,59.0,14.0,448.0,155.0,91.0,13.0,11.0,32.0,49.0
2020.0,Rio Negro,208.0,122.0,16.0,306.0,107.0,38.0,12.0,27.0,60.0,73.0
2021.0,Rio Negro,236.0,231.0,10.0,372.0,130.0,38.0,24.0,18.0,16.0,77.0
2022.0,Rio Negro,290.0,263.0,17.0,312.0,124.0,52.0,9.0,14.0,14.0,100.0
2023.0,Rio Negro,284.0,277.0,24.0,257.0,142.0,32.0,15.0,20.0,21.0,120.0
2018.0,Rolândia,622.0,209.0,33.0,1.237,319.0,218.0,137.0,179.0,98.0,85.0
2019.0,Rolândia,559.0,207.0,25.0,1.43,363.0,235.0,153.0,144.0,67.0,112.0
2020.0,Rolândia,400.0,654.0,26.0,1.156,267.0,141.0,136.0,197.0,83.0,75.0
2021.0,Rolândia,477.0,637.0,24.0,1.154,241.0,202.0,105.0,152.0,68.0,71.0
2022.0,Rolândia,445.0,830.0,29.0,963.0,296.0,95.0,74.0,157.0,45.0,98.0
2023.0,Rolândia,642.0,861.0,21.0,810.0,358.0,76.0,62.0,136.0,46.0,94.0
2018.0,Roncador,87.0,12.0,11.0,102.0,45.0,9.0,7.0,4.0,2.0,8.0
2019.0,Roncador,86.0,18.0,4.0,99.0,49.0,7.0,13.0,8.0,6.0,4.0
2020.0,Roncador,74.0,53.0,4.0,64.0,52.0,15.0,1.0,5.0,13.0,7.0
2021.0,Roncador,81.0,58.0,3.0,71.0,60.0,8.0,2.0,8.0,9.0,14.0
2022.0,Roncador,73.0,58.0,4.0,88.0,61.0,7.0,6.0,2.0,6.0,7.0
2023.0,Roncador,100.0,71.0,5.0,103.0,74.0,3.0,10.0,6.0,9.0,15.0
2018.0,Rondon,115.0,12.0,1.0,173.0,91.0,26.0,13.0,2.0,8.0,10.0
2019.0,Rondon,77.0,16.0,7.0,106.0,74.0,14.0,11.0,3.0,4.0,12.0
2020.0,Rondon,53.0,35.0,11.0,74.0,54.0,6.0,7.0,5.0,3.0,15.0
2021.0,Rondon,74.0,63.0,2.0,105.0,54.0,8.0,8.0,6.0,22.0,8.0
2022.0,Rondon,76.0,58.0,5.0,133.0,63.0,7.0,11.0,7.0,15.0,13.0
2023.0,Rondon,63.0,51.0,7.0,68.0,60.0,8.0,1.0,13.0,13.0,5.0
2018.0,Rosário do Ivaí,35.0,3.0,2.0,32.0,21.0,3.0,4.0,2.5,3.0,6.0
2019.0,Rosário do Ivaí,39.0,6.0,3.0,24.0,19.0,11.0,1.0,2.0,1.0,2.0
2020.0,Rosário do Ivaí,36.0,8.0,1.0,27.0,25.0,3.0,3.0,2.5,5.0,4.0
2021.0,Rosário do Ivaí,38.0,15.0,2.0,22.0,24.0,3.0,1.0,7.0,4.0,3.0
2022.0,Rosário do Ivaí,30.0,23.0,4.0,36.0,20.0,2.0,1.0,2.0,4.0,4.0
2023.0,Rosário do Ivaí,25.0,21.0,1.0,14.0,20.0,3.0,1.0,3.0,7.0,5.0
2018.0,Sabáudia,49.0,11.0,5.0,106.0,32.0,15.0,9.0,11.0,21.0,4.0
2019.0,Sabáudia,49.0,18.0,4.0,107.0,41.0,10.0,7.0,7.0,3.0,3.0
2020.0,Sabáudia,56.0,32.0,7.0,70.0,53.0,11.0,9.0,1.0,4.0,3.0
2021.0,Sabáudia,42.0,43.0,5.0,110.0,39.0,6.0,4.0,4.0,3.0,8.0
2022.0,Sabáudia,57.0,71.0,9.0,97.0,53.0,4.0,7.0,5.0,4.0,5.0
2023.0,Sabáudia,63.0,60.0,8.0,64.0,54.0,7.0,3.0,2.0,4.0,5.0
2018.0,Salgado Filho,33.0,6.0,2.0,33.0,15.0,2.0,2.0,1.5,1.0,12.0
2019.0,Salgado Filho,55.0,9.0,3.0,36.0,20.0,2.0,7.0,1.0,2.0,15.0
2020.0,Salgado Filho,47.0,21.0,3.0,27.0,27.0,2.0,1.0,1.5,1.0,54.0
2021.0,Salgado Filho,44.0,22.0,1.0,37.0,21.0,2.0,2.0,1.5,1.0,33.0
2022.0,Salgado Filho,65.0,22.0,2.0,43.0,25.0,1.0,2.0,1.5,2.0,17.0
2023.0,Salgado Filho,55.0,35.0,2.0,23.0,22.0,2.0,4.0,2.0,1.0,22.0
2018.0,Salto do Itararé,67.0,3.0,2.0,24.0,39.0,2.0,3.0,2.5,1.0,59.0
2019.0,Salto do Itararé,69.0,3.0,1.0,21.0,46.0,4.0,2.0,3.0,2.0,46.0
2020.0,Salto do Itararé,54.0,12.0,2.0,26.0,40.0,5.0,1.0,1.0,8.0,72.0
2021.0,Salto do Itararé,58.0,14.0,5.0,30.0,26.0,2.0,2.0,2.0,2.0,47.0
2022.0,Salto do Itararé,73.0,23.0,3.0,38.0,26.0,5.0,6.0,2.5,2.0,29.0
2023.0,Salto do Itararé,35.0,14.0,1.0,28.0,16.0,4.0,1.0,3.0,13.0,21.0
2018.0,Salto do Lontra,197.0,14.0,13.0,127.0,134.0,16.0,16.0,7.0,8.0,30.0
2019.0,Salto do Lontra,239.0,22.0,12.0,135.0,107.0,6.0,12.0,6.0,15.0,57.0
2020.0,Salto do Lontra,190.0,33.0,4.0,85.0,86.0,5.0,2.0,5.0,11.0,38.0
2021.0,Salto do Lontra,164.0,39.0,11.0,99.0,97.0,2.0,4.0,8.0,12.0,39.0
2022.0,Salto do Lontra,174.0,53.0,16.0,107.0,89.0,10.0,7.0,4.0,6.0,40.0
2023.0,Salto do Lontra,232.0,95.0,17.0,68.0,135.0,8.0,4.0,5.0,9.0,50.0
2018.0,Santa Amélia,25.0,7.0,5.0,28.0,28.0,5.0,1.0,3.0,1.0,4.0
2019.0,Santa Amélia,16.0,6.0,4.0,27.0,17.0,2.0,1.0,2.0,1.0,8.0
2020.0,Santa Amélia,25.0,7.0,4.0,19.0,15.0,3.0,2.0,2.0,3.0,8.0
2021.0,Santa Amélia,16.0,21.0,3.0,31.0,11.0,3.0,4.0,1.0,1.0,5.0
2022.0,Santa Amélia,21.0,13.0,4.0,34.0,12.0,2.0,3.0,2.0,1.0,4.0
2023.0,Santa Amélia,24.0,16.0,1.0,14.0,23.0,4.0,2.0,2.0,1.0,4.0
2018.0,Santa Cecília do Pavão,40.0,11.0,1.0,37.0,13.0,5.0,4.0,9.0,5.0,7.0
2019.0,Santa Cecília do Pavão,36.0,10.0,3.0,29.0,21.0,3.0,5.0,3.0,3.0,8.0
2020.0,Santa Cecília do Pavão,15.0,17.0,1.0,37.0,16.0,3.0,4.0,7.0,2.0,4.0
2021.0,Santa Cecília do Pavão,19.0,19.0,1.5,33.0,14.0,3.0,4.0,7.0,1.0,3.0
2022.0,Santa Cecília do Pavão,29.0,24.0,1.5,31.0,17.0,2.0,2.0,14.0,6.0,12.0
2023.0,Santa Cecília do Pavão,34.0,23.0,2.0,40.0,10.0,5.0,2.0,3.0,12.0,6.0
2018.0,Santa Cruz de Monte Castelo,139.0,17.0,2.0,91.0,78.0,8.0,8.0,10.0,12.0,34.0
2019.0,Santa Cruz de Monte Castelo,131.0,14.0,3.0,112.0,62.0,6.0,8.0,7.0,3.0,34.0
2020.0,Santa Cruz de Monte Castelo,111.0,32.0,6.0,86.0,58.0,6.0,7.0,4.0,7.0,37.0
2021.0,Santa Cruz de Monte Castelo,112.0,46.0,4.0,106.0,73.0,9.0,6.0,4.0,11.0,29.0
2022.0,Santa Cruz de Monte Castelo,83.0,56.0,3.0,89.0,67.0,5.0,3.0,4.0,10.0,29.0
2023.0,Santa Cruz de Monte Castelo,118.0,68.0,6.0,80.0,86.0,5.0,5.0,7.0,18.0,31.0
2018.0,Santa Fé,120.0,18.0,6.0,149.0,60.0,43.0,11.0,18.0,19.0,10.0
2019.0,Santa Fé,148.0,36.0,5.0,147.0,77.0,28.0,7.0,19.0,36.0,12.0
2020.0,Santa Fé,79.0,46.0,3.0,163.0,46.0,12.0,13.0,12.0,7.0,29.0
2021.0,Santa Fé,83.0,67.0,4.0,118.0,56.0,6.0,6.0,9.0,9.0,20.0
2022.0,Santa Fé,101.0,92.0,1.0,117.0,68.0,15.0,7.0,13.0,7.0,29.0
2023.0,Santa Fé,98.0,100.0,2.0,131.0,56.0,8.0,6.0,12.0,10.0,15.0
2018.0,Santa Helena,309.0,42.0,19.0,309.0,166.0,24.0,40.0,13.0,15.0,31.0
2019.0,Santa Helena,366.0,76.0,19.0,256.0,171.0,19.0,24.0,20.0,16.0,38.0
2020.0,Santa Helena,291.0,76.0,20.0,220.0,178.0,9.0,12.0,35.0,28.0,49.0
2021.0,Santa Helena,272.0,112.0,14.0,285.0,179.0,16.0,19.0,31.0,23.0,55.0
2022.0,Santa Helena,261.0,190.0,24.0,290.0,160.0,15.0,20.0,38.0,22.0,53.0
2023.0,Santa Helena,262.0,192.0,21.0,233.0,174.0,13.0,16.0,32.0,16.0,43.0
2018.0,Santa Inês,8.0,1.0,1.0,35.0,8.0,3.0,1.0,1.5,1.0,2.0
2019.0,Santa Inês,7.0,1.0,1.0,18.0,6.0,1.0,1.0,1.5,1.5,2.0
2020.0,Santa Inês,18.0,3.0,1.0,20.0,8.0,1.0,1.0,2.0,2.0,4.0
2021.0,Santa Inês,13.0,5.0,1.0,11.0,6.0,1.0,2.0,1.5,1.5,1.0
2022.0,Santa Inês,14.0,5.0,1.0,21.0,11.0,1.0,1.0,1.0,1.5,1.0
2023.0,Santa Inês,14.0,5.0,1.0,19.0,7.0,1.0,1.0,1.5,1.5,3.0
2018.0,Santa Isabel do Ivaí,89.0,16.0,6.0,106.0,55.0,8.0,10.0,10.0,11.0,16.0
2019.0,Santa Isabel do Ivaí,111.0,20.0,4.0,113.0,70.0,17.0,9.0,7.0,14.0,21.0
2020.0,Santa Isabel do Ivaí,68.0,33.0,6.0,95.0,45.0,8.0,2.0,17.0,15.0,26.0
2021.0,Santa Isabel do Ivaí,60.0,56.0,4.0,85.0,36.0,14.0,11.0,16.0,15.0,13.0
2022.0,Santa Isabel do Ivaí,61.0,46.0,3.0,64.0,30.0,17.0,13.0,14.0,11.0,32.0
2023.0,Santa Isabel do Ivaí,85.0,67.0,3.0,73.0,43.0,3.0,6.0,7.0,27.0,29.0
2018.0,Santa Izabel do Oeste,212.0,11.0,10.0,191.0,96.0,16.0,14.0,5.0,19.0,34.0
2019.0,Santa Izabel do Oeste,223.0,24.0,10.0,177.0,136.0,7.0,13.0,3.0,19.0,38.0
2020.0,Santa Izabel do Oeste,211.0,30.0,6.0,127.0,115.0,7.0,14.0,2.0,8.0,93.0
2021.0,Santa Izabel do Oeste,186.0,40.0,6.0,182.0,120.0,10.0,12.0,7.0,23.0,102.0
2022.0,Santa Izabel do Oeste,132.0,46.0,4.0,138.0,100.0,9.0,18.0,16.0,11.0,67.0
2023.0,Santa Izabel do Oeste,185.0,76.0,3.0,109.0,75.0,4.0,27.0,8.0,11.0,64.0
2018.0,Santa Lúcia,33.0,8.0,1.0,28.0,35.0,1.0,1.0,1.0,7.0,2.0
2019.0,Santa Lúcia,44.0,3.0,1.0,27.0,14.0,1.0,2.0,2.0,4.0,5.0
2020.0,Santa Lúcia,29.0,11.0,3.0,24.0,13.0,1.0,1.0,4.0,9.0,2.0
2021.0,Santa Lúcia,38.0,22.0,1.0,28.0,14.0,2.0,5.0,3.0,8.0,2.0
2022.0,Santa Lúcia,44.0,22.0,1.0,31.0,15.0,1.0,5.0,1.0,3.0,2.0
2023.0,Santa Lúcia,44.0,21.0,2.0,28.0,16.0,1.0,1.0,2.0,1.0,3.0
2018.0,Santa Maria do Oeste,76.0,9.0,13.0,64.0,43.0,4.0,2.0,3.0,7.0,4.0
2019.0,Santa Maria do Oeste,79.0,7.0,8.0,58.0,68.0,4.0,5.0,1.0,2.0,6.0
2020.0,Santa Maria do Oeste,69.0,11.0,5.0,46.0,44.0,3.0,2.0,1.0,3.0,11.0
2021.0,Santa Maria do Oeste,58.0,26.0,7.0,42.0,23.0,2.0,1.0,1.0,1.0,19.0
2022.0,Santa Maria do Oeste,75.0,37.0,17.0,63.0,54.0,2.0,2.0,1.0,1.0,10.0
2023.0,Santa Maria do Oeste,82.0,38.0,4.0,52.0,41.0,1.0,1.0,1.0,4.0,13.0
2018.0,Santa Mariana,139.0,17.0,6.0,133.0,67.0,6.0,8.0,8.0,20.0,46.0
2019.0,Santa Mariana,156.0,39.0,4.0,154.0,88.0,13.0,8.0,7.0,14.0,34.0
2020.0,Santa Mariana,108.0,32.0,8.0,125.0,60.0,9.0,8.0,12.0,11.0,48.0
2021.0,Santa Mariana,93.0,48.0,2.0,130.0,57.0,11.0,6.0,8.0,7.0,33.0
2022.0,Santa Mariana,93.0,87.0,6.0,139.0,52.0,5.0,5.0,2.0,2.0,41.0
2023.0,Santa Mariana,128.0,49.0,9.0,99.0,77.0,5.0,6.0,18.0,7.0,74.0
2018.0,Santa Mônica,43.0,3.0,6.0,28.0,16.0,3.0,3.0,1.0,1.0,2.0
2019.0,Santa Mônica,26.0,4.0,2.0,63.0,25.0,6.0,3.0,1.0,2.0,2.0
2020.0,Santa Mônica,35.0,8.0,1.0,29.0,19.0,4.0,1.0,2.0,2.0,2.0
2021.0,Santa Mônica,27.0,14.0,2.0,31.0,26.0,3.0,1.0,3.0,4.0,6.0
2022.0,Santa Mônica,26.0,10.0,5.0,39.0,25.0,2.0,2.0,2.0,1.0,5.0
2023.0,Santa Mônica,27.0,20.0,8.0,14.0,21.0,3.0,2.0,3.0,8.0,6.0
2018.0,Santa Tereza do Oeste,89.0,28.0,7.0,206.0,73.0,27.0,8.0,21.0,62.0,7.0
2019.0,Santa Tereza do Oeste,120.0,17.0,8.0,177.0,63.0,19.0,12.0,21.0,33.0,12.0
2020.0,Santa Tereza do Oeste,99.0,50.0,7.0,119.0,68.0,19.0,9.0,22.0,27.0,9.0
2021.0,Santa Tereza do Oeste,109.0,72.0,13.0,221.0,77.0,24.0,15.0,16.0,22.0,13.0
2022.0,Santa Tereza do Oeste,132.0,97.0,5.0,204.0,71.0,11.0,28.0,17.0,10.0,17.0
2023.0,Santa Tereza do Oeste,150.0,109.0,2.0,115.0,82.0,7.0,12.0,17.0,15.0,13.0
2018.0,Santa Terezinha de Itaipu,221.0,54.0,13.0,262.0,127.0,47.0,25.0,79.0,37.0,66.0
2019.0,Santa Terezinha de Itaipu,269.0,71.0,1.0,204.0,184.0,55.0,12.0,88.0,27.0,105.0
2020.0,Santa Terezinha de Itaipu,248.0,106.0,6.0,140.0,145.0,28.0,10.0,83.0,37.0,109.0
2021.0,Santa Terezinha de Itaipu,283.0,176.0,6.0,157.0,152.0,46.0,16.0,68.0,17.0,148.0
2022.0,Santa Terezinha de Itaipu,242.0,157.0,11.0,327.0,149.0,45.0,22.0,77.0,23.0,89.0
2023.0,Santa Terezinha de Itaipu,242.0,187.0,8.0,245.0,131.0,65.0,21.0,94.0,23.0,91.0
2018.0,Santana do Itararé,49.0,3.0,6.0,31.0,36.0,3.0,1.0,2.0,4.0,12.0
2019.0,Santana do Itararé,43.0,2.0,4.0,27.0,20.0,1.0,1.0,2.0,2.0,12.0
2020.0,Santana do Itararé,49.0,7.0,4.0,35.0,19.0,1.0,3.0,2.0,3.0,16.0
2021.0,Santana do Itararé,47.0,14.0,6.0,28.0,19.0,1.0,5.0,1.0,5.0,20.0
2022.0,Santana do Itararé,40.0,21.0,7.0,28.0,21.0,1.0,2.0,2.0,5.0,25.0
2023.0,Santana do Itararé,40.0,18.0,6.0,17.0,18.0,3.0,2.0,3.0,3.0,10.0
2018.0,Santo Antônio da Platina,484.0,70.0,20.0,555.0,203.0,104.0,40.0,95.0,148.0,306.0
2019.0,Santo Antônio da Platina,496.0,112.0,25.0,644.0,213.0,137.0,69.0,95.0,127.0,298.0
2020.0,Santo Antônio da Platina,352.0,211.0,19.0,545.0,150.0,89.0,49.0,80.0,103.0,220.0
2021.0,Santo Antônio da Platina,365.0,303.0,20.0,545.0,184.0,97.0,48.0,61.0,125.0,155.0
2022.0,Santo Antônio da Platina,417.0,330.0,21.0,723.0,242.0,81.0,47.0,106.0,61.0,193.0
2023.0,Santo Antônio da Platina,418.0,423.0,22.0,649.0,215.0,64.0,26.0,96.0,38.0,176.0
2018.0,Santo Antônio do Caiuá,38.0,2.0,3.0,25.0,13.0,4.0,4.0,1.0,1.0,6.0
2019.0,Santo Antônio do Caiuá,29.0,7.0,3.0,24.0,11.0,1.0,2.0,1.0,1.5,6.0
2020.0,Santo Antônio do Caiuá,22.0,6.0,1.0,17.0,11.0,2.0,2.0,1.0,1.5,3.0
2021.0,Santo Antônio do Caiuá,22.0,11.0,3.0,48.0,10.0,4.0,1.0,1.0,1.5,2.0
2022.0,Santo Antônio do Caiuá,27.0,15.0,3.0,25.0,5.0,3.0,2.0,1.0,2.0,4.0
2023.0,Santo Antônio do Caiuá,33.0,14.0,6.0,13.0,21.0,3.0,1.0,1.0,1.5,4.0
2018.0,Santo Antônio do Paraíso,22.0,2.0,2.0,23.0,12.0,4.0,1.0,2.0,2.0,3.0
2019.0,Santo Antônio do Paraíso,27.0,3.0,2.0,32.0,17.0,1.0,6.0,1.0,4.0,6.0
2020.0,Santo Antônio do Paraíso,20.0,5.0,2.0,25.0,4.0,3.0,5.0,1.5,2.0,8.0
2021.0,Santo Antônio do Paraíso,18.0,9.0,2.0,28.0,10.0,3.0,5.0,1.5,2.0,4.0
2022.0,Santo Antônio do Paraíso,18.0,17.0,1.0,13.0,9.0,3.0,5.0,1.5,1.0,3.0
2023.0,Santo Antônio do Paraíso,21.0,10.0,5.0,28.0,16.0,3.0,5.0,1.5,2.0,7.0
2018.0,Santo Antônio do Sudoeste,299.0,19.0,8.0,455.0,178.0,21.0,33.0,23.0,42.0,41.0
2019.0,Santo Antônio do Sudoeste,272.0,37.0,7.0,380.0,149.0,17.0,46.0,20.0,28.0,37.0
2020.0,Santo Antônio do Sudoeste,272.0,51.0,8.0,304.0,141.0,11.0,24.0,13.0,19.0,68.0
2021.0,Santo Antônio do Sudoeste,320.0,97.0,6.0,225.0,173.0,12.0,14.0,18.0,21.0,124.0
2022.0,Santo Antônio do Sudoeste,244.0,92.0,13.0,308.0,161.0,17.0,22.0,8.0,21.0,196.0
2023.0,Santo Antônio do Sudoeste,270.0,114.0,16.0,268.0,152.0,9.0,20.0,19.0,28.0,196.0
2018.0,Santo Inácio,63.0,5.0,3.0,120.0,28.0,20.0,9.0,5.0,2.0,6.0
2019.0,Santo Inácio,38.0,6.0,2.0,58.0,20.0,11.0,2.0,10.0,3.0,4.0
2020.0,Santo Inácio,44.0,10.0,3.0,50.0,27.0,9.0,4.0,8.0,3.0,7.0
2021.0,Santo Inácio,32.0,19.0,2.0,61.0,21.0,3.0,7.0,8.0,10.0,11.0
2022.0,Santo Inácio,39.0,23.0,7.0,48.0,27.0,4.0,4.0,9.0,9.0,10.0
2023.0,Santo Inácio,46.0,39.0,7.0,57.0,31.0,8.0,2.0,11.0,3.0,7.0
2018.0,Sapopema,51.0,5.0,7.0,70.0,48.0,12.0,6.0,7.0,7.0,6.0
2019.0,Sapopema,50.0,6.0,13.0,64.0,44.0,10.0,11.0,5.0,1.0,15.0
2020.0,Sapopema,62.0,21.0,5.0,110.0,46.0,8.0,7.0,4.0,7.0,22.0
2021.0,Sapopema,46.0,25.0,9.0,68.0,30.0,10.0,3.0,1.0,3.0,9.0
2022.0,Sapopema,58.0,43.0,9.0,89.0,31.0,8.0,4.0,4.0,12.0,14.0
2023.0,Sapopema,53.0,34.0,7.0,81.0,46.0,5.0,4.0,4.0,5.0,7.0
2018.0,Sarandi,870.0,207.0,50.0,1.236,620.0,207.0,163.0,119.0,39.0,162.0
2019.0,Sarandi,814.0,262.0,62.0,1.155,571.0,224.0,74.0,115.0,35.0,130.0
2020.0,Sarandi,723.0,555.0,50.0,1.243,476.0,108.0,96.0,113.0,34.0,97.0
2021.0,Sarandi,809.0,774.0,63.0,1.199,510.0,122.0,77.0,131.0,53.0,115.0
2022.0,Sarandi,901.0,1.193,64.0,1.429,630.0,162.0,104.0,102.0,26.0,114.0
2023.0,Sarandi,876.0,1.044,53.0,1.482,705.0,121.0,94.0,90.0,35.0,157.0
2018.0,Saudade do Iguaçu,52.0,8.0,5.0,44.0,36.0,1.5,4.0,2.0,6.0,18.0
2019.0,Saudade do Iguaçu,89.0,10.0,3.0,43.0,53.0,2.0,3.0,2.0,5.0,25.0
2020.0,Saudade do Iguaçu,74.0,14.0,5.0,34.0,38.0,1.0,3.0,1.0,1.0,22.0
2021.0,Saudade do Iguaçu,79.0,26.0,5.0,45.0,48.0,1.5,1.0,4.0,6.0,35.0
2022.0,Saudade do Iguaçu,82.0,29.0,5.0,43.0,49.0,1.5,5.0,1.0,5.0,19.0
2023.0,Saudade do Iguaçu,61.0,30.0,7.0,20.0,34.0,1.5,2.0,3.0,8.0,19.0
2018.0,Sengés,134.0,19.0,10.0,161.0,84.0,35.0,11.0,13.0,9.0,39.0
2019.0,Sengés,109.0,29.0,11.0,127.0,56.0,16.0,4.0,29.0,14.0,49.0
2020.0,Sengés,88.0,34.0,7.0,95.0,75.0,26.0,3.0,24.0,13.0,39.0
2021.0,Sengés,88.0,57.0,11.0,118.0,58.0,19.0,12.0,16.0,12.0,34.0
2022.0,Sengés,87.0,101.0,10.0,132.0,57.0,18.0,17.0,12.0,12.0,26.0
2023.0,Sengés,113.0,100.0,13.0,133.0,76.0,11.0,10.0,11.0,6.0,24.0
2018.0,Serranópolis do Iguaçu,30.0,20.0,1.5,50.0,18.0,1.0,2.0,1.0,1.0,1.0
2019.0,Serranópolis do Iguaçu,37.0,7.0,1.5,43.0,22.0,4.0,2.0,1.0,1.0,5.0
2020.0,Serranópolis do Iguaçu,34.0,11.0,1.0,30.0,28.0,6.0,3.0,1.0,1.0,5.0
2021.0,Serranópolis do Iguaçu,33.0,27.0,1.0,48.0,21.0,3.0,2.0,1.0,1.0,15.0
2022.0,Serranópolis do Iguaçu,41.0,20.0,5.0,32.0,21.0,2.0,5.0,1.0,3.0,6.0
2023.0,Serranópolis do Iguaçu,23.0,31.0,2.0,56.0,21.0,1.0,3.0,1.0,1.0,8.0
2018.0,Sertaneja,52.0,32.0,2.0,91.0,32.0,9.0,7.0,4.0,6.0,17.0
2019.0,Sertaneja,64.0,20.0,12.0,70.0,22.0,5.0,1.0,4.0,12.0,19.0
2020.0,Sertaneja,56.0,41.0,2.0,76.0,19.0,9.0,1.0,12.0,6.0,21.0
2021.0,Sertaneja,61.0,53.0,2.0,85.0,32.0,7.0,1.0,6.0,5.0,45.0
2022.0,Sertaneja,78.0,53.0,3.0,50.0,28.0,4.0,1.0,6.0,1.0,26.0
2023.0,Sertaneja,89.0,62.0,4.0,43.0,24.0,7.0,1.0,15.0,3.0,42.0
2018.0,Sertanópolis,193.0,41.0,12.0,219.0,86.0,44.0,22.0,30.0,21.0,43.0
2019.0,Sertanópolis,179.0,45.0,9.0,181.0,90.0,49.0,20.0,24.0,8.0,27.0
2020.0,Sertanópolis,97.0,70.0,4.0,151.0,62.0,39.0,23.0,15.0,7.0,24.0
2021.0,Sertanópolis,134.0,112.0,5.0,185.0,70.0,29.0,21.0,19.0,7.0,24.0
2022.0,Sertanópolis,131.0,141.0,14.0,170.0,70.0,19.0,19.0,22.0,5.0,22.0
2023.0,Sertanópolis,175.0,147.0,6.0,149.0,96.0,5.0,6.0,23.0,3.0,34.0
2018.0,Siqueira Campos,264.0,47.0,13.0,230.0,124.0,23.0,22.0,30.0,45.0,263.0
2019.0,Siqueira Campos,320.0,40.0,12.0,197.0,128.0,14.0,19.0,26.0,60.0,193.0
2020.0,Siqueira Campos,208.0,97.0,12.0,195.0,99.0,25.0,28.0,20.0,45.0,200.0
2021.0,Siqueira Campos,251.0,168.0,15.0,188.0,106.0,21.0,16.0,31.0,46.0,241.0
2022.0,Siqueira Campos,290.0,219.0,11.0,256.0,120.0,22.0,24.0,26.0,40.0,226.0
2023.0,Siqueira Campos,264.0,189.0,12.0,219.0,96.0,17.0,16.0,62.0,54.0,188.0
2018.0,São Carlos do Ivaí,60.0,7.0,5.0,58.0,40.0,6.0,11.0,5.0,3.0,15.0
2019.0,São Carlos do Ivaí,61.0,8.0,4.0,56.0,29.0,5.0,8.0,5.0,4.0,15.0
2020.0,São Carlos do Ivaí,67.0,16.0,5.0,76.0,36.0,14.0,7.0,3.0,4.0,20.0
2021.0,São Carlos do Ivaí,73.0,33.0,4.0,60.0,45.0,15.0,6.0,5.0,3.0,10.0
2022.0,São Carlos do Ivaí,65.0,45.0,7.0,72.0,36.0,24.0,6.0,7.0,4.0,7.0
2023.0,São Carlos do Ivaí,84.0,44.0,7.0,74.0,33.0,12.0,12.0,4.0,6.0,12.0
